,age,articleNumber,batch,bias-question,country,gender,language,source,politics,url
536,27,145.0,4.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60986427
537,48,296.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/politics/gun-regulation-atf-steve-dettelbach/index.html
538,29,439.0,2.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/ohio-university-speech-policy-chosen-name
539,25,72.0,6.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/08/golf/hudson-swafford-golf-club-head-masters-spt-intl/index.html
540,48,149.0,4.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/business-61027374
541,29,234.0,3.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/california-chevron-refinery-strike
542,27,92.0,4.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/07/politics/north-korea-nuclear-satellite-images/index.html
543,46,207.0,1.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
544,37,358.0,2.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
545,54,340.0,1.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
546,32,283.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
547,42,365.0,1.0,is-biased,United Kingdom,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
548,19,287.0,8.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/texas-da-murder-charge-abortion-case-will-be-dropped
549,34,300.0,3.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-51235105
550,48,441.0,8.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
551,48,359.0,6.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/business-61007176
552,25,245.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nyc-gang-dirt-bikers-brutally-beat-64-year-old-man-son-caught-video-attack
553,34,302.0,6.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61016908
554,18,123.0,2.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/europe/russia-invasion-ukraine-03-20-intl/index.html
555,44,285.0,1.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
556,27,51.0,8.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/technology-60995694
557,35,88.0,4.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/texas-gov-greg-abbott-migrants-capitol-dc
558,33,42.0,4.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61026996
559,25,22.0,3.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/21/politics/eric-greitens-abuse-accusations-missouri-senate-candidate/index.html
560,30,72.0,4.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/fairfax-virginia-descano-confrontation-cleared-investigation-brady-list
561,30,480.0,7.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/business/gerber-baby-competition-trnd/index.html
562,30,475.0,4.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61031683
563,63,374.0,6.0,is-not-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/nyc-shooting-outside-bronx-school-kills-teen-injures-two-others
564,53,455.0,3.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60797948
565,25,412.0,8.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
566,32,360.0,7.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61031583
567,36,345.0,4.0,is-not-biased,New Zealand,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61029445
568,24,307.0,8.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/politics/iowa-primary-abby-finkenauer-democrat-ballot/index.html
569,30,411.0,2.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/us/all-black-women-army-congressional-gold-medal/index.html
570,27,345.0,6.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/south-bronx-high-school-shooting/index.html
571,23,300.0,3.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-51235105
572,48,171.0,2.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
573,25,350.0,4.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/north-korea-nuclear-satellite-images/index.html
574,25,173.0,7.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html
575,68,258.0,8.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
576,32,297.0,7.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61033126
577,31,287.0,8.0,is-not-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/texas-da-murder-charge-abortion-case-will-be-dropped
578,28,408.0,6.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61029445
579,25,156.0,2.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60701050
580,35,322.0,1.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
581,64,357.0,8.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/politics/gun-regulation-atf-steve-dettelbach/index.html
582,30,8.0,2.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/entertainment/kanye-west-banned-grammys-trevor-noah/index.html
583,23,246.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/investing/russia-default-sp/index.html
584,32,175.0,6.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/business-61043609
585,90,35.0,7.0,is-not-biased,Costa Rica,Female,Beja,CNN,Other,https://www.cnn.com/2022/04/10/politics/biden-ghost-guns-atf-nominee/index.html
586,24,324.0,4.0,is-biased,France,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/magazine-33103973
587,27,466.0,1.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
588,32,339.0,4.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/middleeast/tel-aviv-shooting-intl/index.html
589,44,379.0,6.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/universal-studios-hollywood-guests-rescued-from-ride-after-power-goes-out
590,42,351.0,2.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/scotus-history-nominations-fights/index.html
591,26,338.0,2.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60797948
592,37,93.0,6.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/08/opinions/tiger-woods-masters-comeback-accident-jones/index.html
593,40,339.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
594,34,462.0,6.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/nancy-crampton-brophy-murder-trial-oregon
595,22,204.0,3.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/california-chevron-refinery-strike
596,48,360.0,8.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/technology-60995694
597,48,111.0,6.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/universal-studios-hollywood-guests-rescued-from-ride-after-power-goes-out
598,29,174.0,1.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
599,26,104.0,6.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/americans-russia-custody-conflict
600,38,391.0,2.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/va-reporter-among-2-killed-in-shooting
601,40,180.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
602,26,112.0,6.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/mass-shooting-suspect-served-less-time-due-california-law
603,32,275.0,3.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nyc-gang-dirt-bikers-brutally-beat-64-year-old-man-son-caught-video-attack
604,53,439.0,3.0,is-not-biased,United States,Female,English,CNN,Other,https://www.cnn.com/2022/03/21/politics/ketanji-brown-jackson-confirmation-hearing-day-1/index.html
605,29,67.0,3.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/genealogy-database-dna-solves-2-decade-old-violent-rape-cases-in-washington-state
606,30,437.0,8.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/science-environment-61044759
607,60,260.0,6.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/alabama-transgender-bills/index.html
608,68,241.0,1.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/florida-officer-speeding-drunk-driver-runners-10k-dashcam-video
609,31,320.0,6.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/blankets-of-hope-nonprofit-homeless-shelters-ukraine
610,30,138.0,6.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/08/entertainment/will-smith-academy-sanctions-decision/index.html
611,51,430.0,4.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html
612,48,141.0,6.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61018821
613,40,355.0,4.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html
614,43,469.0,7.0,is-not-biased,United Kingdom,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/10/us/washington-nationals-park-shooting/index.html
615,30,488.0,4.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60999246
616,35,354.0,2.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/police-warning-about-dangerous-new-tiktok-challenge-sweeping-us
617,40,330.0,7.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement
618,66,18.0,2.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
619,33,456.0,6.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/08/golf/hudson-swafford-golf-club-head-masters-spt-intl/index.html
620,52,127.0,3.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/entertainment-arts-60374677
621,45,237.0,6.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/opinions/tiger-woods-masters-comeback-accident-jones/index.html
622,23,201.0,1.0,is-biased,Korea South,Male,Korean,FOX,Conservative,https://www.foxnews.com/us/philadelphia-record-homicides-chicago-murders-2022
623,31,57.0,7.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61047164
624,39,290.0,8.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60999246
625,42,204.0,6.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/driver-highway-philadelphia-dies-tire-crashes-windshield
626,43,335.0,1.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60498965
627,32,346.0,2.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60810468
628,30,278.0,7.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/60920818
629,30,15.0,4.0,is-biased,India,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61015190
630,49,17.0,1.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
631,43,395.0,6.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61047164
632,44,334.0,2.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/houston-crime-democrats-bail
633,44,254.0,6.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/driver-highway-philadelphia-dies-tire-crashes-windshield
634,42,264.0,6.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/science-environment-61044759
635,26,493.0,7.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/media/abigail-disney-reliable-sources/index.html
636,23,116.0,4.0,is-biased,United States,Female,English,CNN,Other,https://www.cnn.com/2022/04/07/politics/north-korea-nuclear-satellite-images/index.html
637,41,492.0,2.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
638,68,174.0,8.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61072430
639,23,32.0,6.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/08/opinions/tiger-woods-masters-comeback-accident-jones/index.html
640,30,326.0,8.0,is-biased,Armenia,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/world/far-near-sides-of-the-moon-difference-scn/index.html
641,47,46.0,2.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/scotus-history-nominations-fights/index.html
642,48,27.0,6.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/08/us/college-admissions-scandal-mark-riddell-sentencing/index.html
643,37,19.0,8.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/world/far-near-sides-of-the-moon-difference-scn/index.html
644,58,435.0,7.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/10/politics/liz-cheney-january-6-committee-cnntv/index.html
645,43,433.0,4.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/florida-mid-atlantic-forecast-strong-storms-heavy-rain
646,40,254.0,7.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/10/entertainment/pamela-anderson-broadway-chicago-interview/index.html
647,48,468.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
648,28,193.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60999431
649,53,322.0,3.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/biden-patriot-antimissile-systems-saudis
650,30,210.0,4.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/middleeast/tel-aviv-shooting-intl/index.html
651,36,463.0,6.0,is-biased,Georgia,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/business-61027374
652,28,55.0,7.0,is-not-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/10/golf/tiger-woods-2022-masters-final-round-spt-intl/index.html
653,67,441.0,6.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/new-jerseys-american-dream-mall-shooting-sends-shoppers-running-for-cover-in-nightmare-scenario
654,34,384.0,6.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61005390
655,34,478.0,1.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
656,73,215.0,1.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
657,30,130.0,3.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/police-search-for-suspect-in-viral-california-tesla-stunt-gone-wrong
658,28,191.0,6.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
659,30,376.0,8.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
660,44,31.0,2.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
661,34,141.0,2.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/va-reporter-among-2-killed-in-shooting
662,63,314.0,6.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61047164
663,30,294.0,2.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/20/media/reliable-sources-kyiv-independent/index.html
664,50,324.0,7.0,is-not-biased,United Kingdom,Male,English,FOX,Liberal,https://www.foxnews.com/us/nyc-high-school-shooting-charged-with-murder
665,55,109.0,2.0,is-biased,India,Female,English,CNN,Independent,https://www.cnn.com/2022/03/20/politics/scotus-history-nominations-fights/index.html
666,39,299.0,1.0,is-biased,United States,Female,English,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60656553
667,33,104.0,4.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/weather/severe-weather-south-thursday/index.html
668,33,41.0,1.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/entertainment-arts-60493614
669,29,242.0,8.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/florida-dad-chases-man-recording-young-walmart-dressing-room
670,24,423.0,8.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/alabama-governor-signs-law-banning-trans-youth-medication
671,48,453.0,6.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/midwestern-storm-rainy-weather-snow-great-lakes-northeast
672,57,47.0,6.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/07/politics/james-trump-contempt/index.html
673,33,2.0,4.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60986427
674,25,103.0,4.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/fairfax-virginia-descano-confrontation-cleared-investigation-brady-list
675,24,268.0,7.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61029445
676,35,268.0,1.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
677,52,292.0,3.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/21/americas/mississauga-canada-mosque-attack-charges/index.html
678,38,447.0,2.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60774098
679,47,393.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61018765
680,25,429.0,1.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-europe-60637841
681,29,402.0,2.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/california-gang-members-charged-kevin-nishita-murder-shooting-smash-and-grab
682,25,239.0,4.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/north-korea-nuclear-satellite-images/index.html
683,20,23.0,8.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
684,30,207.0,3.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/21/us/texas-wildfires-monday/index.html
685,37,457.0,3.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60745569
686,34,425.0,4.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/04/07/us/kentucky-governor-vetoes-bill-anti-critical-race-theory/index.html
687,26,165.0,6.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/av/10462520
688,41,237.0,8.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/11/asia/pakistan-prime-minister-shehbaz-sharif-intl-hnk/index.html
689,40,407.0,8.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nj-man-charged-violent-spree-anti-semitic-remarks-stabbing-orthodox-jewish-man-adl
690,25,272.0,6.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60999246
691,53,369.0,7.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/idaho-man-vicki-jensen-murder-true-crime-evil-lives-here
692,36,341.0,4.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/ny-judge-dead-federal-agents-search-buffalo-home
693,30,18.0,7.0,is-biased,India,Male,English,FOX,Conservative,https://www.foxnews.com/us/california-fire-home-depot-san-jose-visible-space
694,46,123.0,1.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/uk-60650285
695,37,93.0,8.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nj-man-375-years-sentence-2016-killing-spree-woman-kids-facebook-post
696,30,168.0,1.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60532627
697,32,370.0,4.0,is-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/04/07/politics/north-korea-nuclear-satellite-images/index.html
698,23,119.0,6.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61018821
699,33,165.0,4.0,is-biased,Ghana,Female,English,CNN,Independent,https://www.cnn.com/2022/04/07/us/iowa-survivalist-arrested/index.html
700,54,99.0,4.0,is-not-biased,United States,Female,English,FOX,Other,https://www.foxnews.com/us/florida-man-sister-in-law-attempted-robbers-fight-back-wwe
701,26,360.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61031583
702,25,408.0,7.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/seattle-woman-hate-crimes-asian-neighbor-sell-home-settlement
703,38,8.0,4.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61031683
704,36,150.0,4.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/feds-rearrest-louisville-suspect-blm-fund-attempt-mayoral-candidates-life
705,56,97.0,4.0,is-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-61016908
706,43,46.0,8.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/houstonians-on-edge-following-3-deadly-road-rage-shootings-over-the-weekend
707,38,276.0,8.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/11/cars/tesla-fsd-family-friends/index.html
708,48,268.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61029445
709,43,275.0,2.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60789022
710,44,267.0,2.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/20/us/rare-snake-alabama-trnd/index.html
711,25,258.0,8.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/04/10/europe/french-presidential-election-results-intl/index.html
712,26,104.0,4.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/04/07/weather/severe-weather-south-thursday/index.html
713,25,207.0,6.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/universal-studios-hollywood-guests-rescued-from-ride-after-power-goes-out
714,31,45.0,4.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/feds-rearrest-louisville-suspect-blm-fund-attempt-mayoral-candidates-life
715,29,431.0,6.0,is-biased,United States,Female,English,FOX,Independent,https://www.foxnews.com/us/critics-blast-obamas-russia-claims-intel-operatives-wont-admit-they-were-wrong-on-hunter-biden-laptop
716,25,94.0,2.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/20/politics/biden-administration-myanmar-military-genocide/index.html
717,23,209.0,6.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/uk-scotland-61031326
718,29,384.0,7.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61033126
719,25,49.0,4.0,is-biased,United Kingdom,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-61029445
720,38,376.0,8.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/georgia-to-pennsylvania-300-guns-trafficked-atlanta-rapper-straw-purchasing-scheme
721,25,78.0,4.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/07/tech/spacex-iss-tourism-mission-scn/index.html
722,28,79.0,1.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
723,32,437.0,4.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ny-judge-dead-federal-agents-search-buffalo-home
724,31,440.0,2.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60699186
725,33,427.0,6.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/minneapolis-man-filmed-deadly-beating-sent-video-to-victims-family-complaint
726,29,100.0,1.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
727,50,93.0,6.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/04/08/opinions/tiger-woods-masters-comeback-accident-jones/index.html
728,38,489.0,3.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60826311
729,25,258.0,4.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/man-beaten-stabbed-on-chicago-transit-in-third-violent-attack-in-as-many-days
730,40,45.0,7.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/12-massachusetts-state-troopers-fired-for-refusing-to-comply-with-vaccine-mandate
731,69,127.0,4.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-61003674
732,27,219.0,3.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60818243
733,23,390.0,7.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/12-massachusetts-state-troopers-fired-for-refusing-to-comply-with-vaccine-mandate
