article_id,index,llm_assessment,llm_confidence,llm_label,Model,Condition
98,282,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
168,1101,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
11,1353,is-biased,95,1,gemini-2.5-flash-lite,Direct
288,1668,is-biased,95,1,gemini-2.5-flash-lite,Direct
114,2046,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
29,1102,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
130,283,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
115,1354,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
263,1669,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
195,2047,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
283,1103,is-biased,85,1,gemini-2.5-flash-lite,Direct
105,284,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
95,1355,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
70,1670,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
12,2048,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
59,1104,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
244,285,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
89,1356,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
286,1671,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
62,2049,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
81,1105,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
116,286,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
10,1357,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
74,1672,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
192,2050,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
255,1106,is-biased,85,1,gemini-2.5-flash-lite,Direct
181,287,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
20,1358,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
119,1673,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
54,2051,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
145,288,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
98,1107,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
233,1359,is-biased,85,1,gemini-2.5-flash-lite,Direct
122,1674,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,2052,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
100,32,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
59,1360,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
131,1549,is-biased,95,1,gemini-2.5-flash-lite,Direct
122,1675,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,2116,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
168,34,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
78,1361,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
130,1550,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
118,1676,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,2117,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
48,35,is-biased,95,1,gemini-2.5-flash-lite,Direct
87,1362,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
236,1551,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
262,1677,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,2118,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
7,36,is-biased,75,1,gemini-2.5-flash-lite,Direct
157,1363,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
36,1552,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
66,1678,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,2119,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
230,37,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
147,1364,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
77,1553,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
192,1679,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
222,2120,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
98,38,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
174,1365,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
208,1554,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
268,1680,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,2121,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
152,39,is-biased,95,1,gemini-2.5-flash-lite,Direct
245,1366,is-biased,85,1,gemini-2.5-flash-lite,Direct
80,1555,is-biased,75,1,gemini-2.5-flash-lite,Direct
110,1681,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
51,2122,is-biased,95,1,gemini-2.5-flash-lite,Direct
262,40,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
7,1367,is-biased,75,1,gemini-2.5-flash-lite,Direct
136,1556,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
278,1682,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
115,2123,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
270,41,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
128,1368,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
130,1557,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
51,1683,is-biased,95,1,gemini-2.5-flash-lite,Direct
110,2124,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
223,42,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
74,1369,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
11,1558,is-biased,95,1,gemini-2.5-flash-lite,Direct
19,1684,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,2125,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
208,43,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
154,1370,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
229,1559,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
192,1685,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,2126,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
76,44,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
184,1371,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
182,1560,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
52,1686,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
50,2127,is-biased,95,1,gemini-2.5-flash-lite,Direct
9,45,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
145,1372,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
236,1561,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,1687,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
59,2128,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
274,50,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
284,1373,is-biased,95,1,gemini-2.5-flash-lite,Direct
130,1562,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,1688,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
112,2129,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
123,51,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
76,1374,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
136,1563,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
58,1689,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
192,2130,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
130,52,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
185,1375,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
65,1564,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,1690,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
278,2131,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
239,53,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
137,1376,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
237,1565,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
205,1691,is-not-biased,98,0,gemini-2.5-flash-lite,Direct
193,2132,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
132,54,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
152,1377,is-biased,95,1,gemini-2.5-flash-lite,Direct
267,1566,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
211,1692,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
112,2133,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
136,55,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
157,1378,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
208,1567,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,1693,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
54,2134,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
177,56,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
267,1379,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
134,1568,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,1694,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
54,2135,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
134,57,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
159,1380,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
235,1569,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
192,1695,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
276,2136,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
277,58,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
104,1381,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
130,1570,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
265,1696,is-biased,85,1,gemini-2.5-flash-lite,Direct
114,2137,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
166,59,is-biased,75,1,gemini-2.5-flash-lite,Direct
2,1382,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
130,1571,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
192,1697,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
50,2138,is-biased,95,1,gemini-2.5-flash-lite,Direct
106,60,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
169,1383,is-biased,85,1,gemini-2.5-flash-lite,Direct
208,1572,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
211,1698,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,2139,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
267,61,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
37,1384,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
136,1573,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
50,1699,is-biased,95,1,gemini-2.5-flash-lite,Direct
268,2140,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
54,62,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
230,1385,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
133,1574,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,1700,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
111,2141,is-biased,85,1,gemini-2.5-flash-lite,Direct
123,63,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
184,1386,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
246,1575,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
58,1701,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,2142,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
43,64,is-biased,75,1,gemini-2.5-flash-lite,Direct
95,1387,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
242,1576,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
112,1702,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
51,2143,is-biased,95,1,gemini-2.5-flash-lite,Direct
86,65,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
230,1388,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
79,1577,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,1703,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
211,2144,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
167,66,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
174,1389,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
267,1578,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
111,1704,is-biased,85,1,gemini-2.5-flash-lite,Direct
28,2145,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
105,67,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
278,1390,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
34,1579,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
48,1705,is-biased,95,1,gemini-2.5-flash-lite,Direct
115,2146,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
101,68,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
162,1391,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
200,1580,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
116,1706,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
28,2147,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
22,69,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
121,1392,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
213,1581,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
195,1707,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,2148,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
97,70,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
67,1393,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
184,1582,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
59,1708,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
192,2149,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
94,71,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
89,1394,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
69,1583,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
111,1709,is-biased,85,1,gemini-2.5-flash-lite,Direct
113,2150,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
105,72,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
131,1395,is-biased,95,1,gemini-2.5-flash-lite,Direct
214,1584,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
116,1710,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,2151,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
105,73,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
2,1396,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
76,1585,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
195,1711,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
205,2152,is-not-biased,98,0,gemini-2.5-flash-lite,Direct
25,74,is-biased,85,1,gemini-2.5-flash-lite,Direct
41,1397,is-biased,85,1,gemini-2.5-flash-lite,Direct
125,1586,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
50,1712,is-biased,95,1,gemini-2.5-flash-lite,Direct
110,2153,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
157,75,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
211,1398,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
184,1587,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
205,1713,is-not-biased,98,0,gemini-2.5-flash-lite,Direct
115,2154,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
52,76,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
239,1399,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
221,1588,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
205,1714,is-not-biased,98,0,gemini-2.5-flash-lite,Direct
114,2155,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
168,77,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
125,1400,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
260,1589,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
265,1715,is-biased,85,1,gemini-2.5-flash-lite,Direct
211,2156,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
140,78,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
194,1401,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
3,1590,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,1716,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
51,2157,is-biased,95,1,gemini-2.5-flash-lite,Direct
118,79,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
2,1402,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
123,1591,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
259,1717,is-biased,85,1,gemini-2.5-flash-lite,Direct
110,2158,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
121,80,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
157,1403,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
125,1592,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,1718,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
62,2159,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
225,81,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
97,1404,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
260,1593,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
115,1719,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
113,2160,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
251,82,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
157,1405,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
127,1594,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
58,1720,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,2161,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
237,83,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
237,1406,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
281,1595,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
278,1721,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
112,2162,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
157,84,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
169,1407,is-biased,85,1,gemini-2.5-flash-lite,Direct
289,1596,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
269,1722,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,2163,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
29,85,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
101,1408,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
72,1597,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,1723,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,2164,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
203,86,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,1409,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
263,1598,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
215,1724,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
115,2165,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
89,87,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
262,1410,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
213,1599,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
205,1725,is-not-biased,98,0,gemini-2.5-flash-lite,Direct
116,2166,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
168,88,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
29,1411,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
119,1600,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
50,1726,is-biased,95,1,gemini-2.5-flash-lite,Direct
58,2167,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
201,89,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
95,1412,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
72,1601,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
45,1727,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
222,2168,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
104,90,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
141,1413,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
118,1602,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
53,1728,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
259,2169,is-biased,85,1,gemini-2.5-flash-lite,Direct
190,91,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
121,1414,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
70,1603,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
278,1729,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
36,2170,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
204,92,is-biased,85,1,gemini-2.5-flash-lite,Direct
95,1415,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
184,1604,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
215,1730,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
54,2171,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
76,93,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
152,1416,is-biased,95,1,gemini-2.5-flash-lite,Direct
76,1605,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
57,1731,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
48,2172,is-biased,95,1,gemini-2.5-flash-lite,Direct
208,94,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
286,1417,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
65,1606,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,1732,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
58,2173,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
229,95,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
76,1418,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
127,1607,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
278,1733,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,2174,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
99,96,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
59,1419,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
76,1608,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,1734,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
62,2175,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
177,97,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
75,1420,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
73,1609,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,1735,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
50,2176,is-biased,95,1,gemini-2.5-flash-lite,Direct
159,98,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
132,1421,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
70,1610,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
265,1736,is-biased,85,1,gemini-2.5-flash-lite,Direct
111,2177,is-biased,85,1,gemini-2.5-flash-lite,Direct
221,99,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
195,1422,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
117,1611,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
215,1737,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,2178,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
197,415,is-biased,85,1,gemini-2.5-flash-lite,Direct
173,730,is-biased,75,1,gemini-2.5-flash-lite,Direct
276,1864,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
266,416,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
88,731,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
115,1865,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
99,417,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
78,732,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
265,1866,is-biased,85,1,gemini-2.5-flash-lite,Direct
3,418,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
173,733,is-biased,75,1,gemini-2.5-flash-lite,Direct
59,1867,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
144,419,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
127,734,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
114,1868,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
156,420,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
149,735,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
215,1869,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
139,421,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
86,736,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
113,1870,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
233,422,is-biased,85,1,gemini-2.5-flash-lite,Direct
126,737,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
28,1871,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
200,423,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
156,738,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
207,1872,is-biased,95,1,gemini-2.5-flash-lite,Direct
62,424,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
3,739,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
59,1873,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
146,425,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
136,740,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
62,1874,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
22,426,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
102,741,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
54,1875,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
130,427,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
113,742,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
112,1876,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
161,428,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
106,743,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
52,1877,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
134,429,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
82,744,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
193,1878,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
212,430,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
230,745,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
115,1879,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
133,49,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
182,431,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
265,746,is-biased,85,1,gemini-2.5-flash-lite,Direct
114,1880,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
242,432,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
172,747,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
116,1881,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
271,48,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
57,433,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
287,748,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,1882,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
110,434,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
121,749,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
211,1883,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
151,435,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
161,750,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
61,1884,is-biased,75,1,gemini-2.5-flash-lite,Direct
203,436,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
285,751,is-not-biased,95,0,gemini-2.5-flash-lite,Direct
