Model,article_id,index,article_only_output,article_only_confidence,human_label,source,politics,age,gender,article_only_aligned,metadata_output,metadata_confidence,Metadata_Condition,Metadata_Label,metadata_aligned,flipped,to_biased,to_not_biased
gpt-5.4-mini,208,94,0,86.0,0,FOX,Conservative,29,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,229,95,0,78.0,1,FOX,Independent,44,Male,0,1,78.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,99,96,0,96.0,1,BBC,Conservative,53,Female,0,0,98.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,177,97,1,86.0,0,FOX,Liberal,37,Male,0,1,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,159,98,1,92.0,1,CNN,Conservative,25,Male,1,1,95.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,221,99,0,92.0,1,FOX,Independent,44,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,136,100,0,92.0,0,CNN,Liberal,44,Male,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,106,101,0,92.0,0,BBC,Liberal,30,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,157,102,1,84.0,1,CNN,Conservative,59,Male,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,123,103,0,86.0,1,CNN,Liberal,30,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,2,104,0,96.0,0,BBC,Independent,47,Male,1,0,95.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,59,105,0,84.0,1,BBC,Conservative,32,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,187,106,0,92.0,0,FOX,Liberal,25,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,69,107,0,84.0,0,BBC,Independent,32,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,128,108,0,92.0,0,CNN,Conservative,36,Male,1,0,94.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,13,109,0,84.0,0,BBC,Independent,51,Male,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,7,110,0,84.0,1,BBC,Conservative,34,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,160,111,0,84.0,1,CNN,Conservative,45,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,92,112,0,94.0,0,BBC,Conservative,25,Male,1,0,94.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,208,113,0,86.0,1,FOX,Independent,25,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,130,114,0,84.0,0,CNN,Liberal,52,Female,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,116,115,0,86.0,1,CNN,Independent,40,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,69,116,0,84.0,1,BBC,Liberal,30,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,60,117,0,89.0,0,BBC,Liberal,51,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,181,118,0,84.0,1,FOX,Liberal,50,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,163,119,0,92.0,1,CNN,Liberal,25,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,95,120,0,84.0,1,BBC,Liberal,34,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,235,121,1,78.0,1,FOX,Conservative,28,Male,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,156,122,0,86.0,1,CNN,Conservative,27,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,7,123,0,84.0,1,BBC,Conservative,34,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,277,124,0,96.0,1,FOX,Independent,49,Female,0,0,94.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,161,125,0,84.0,0,CNN,Liberal,35,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,146,126,0,92.0,1,CNN,Liberal,52,Male,0,0,94.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,211,127,0,92.0,1,FOX,Conservative,23,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,197,128,1,92.0,1,FOX,Liberal,22,Male,1,1,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,123,129,0,86.0,1,CNN,Conservative,45,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,119,130,0,86.0,1,CNN,Liberal,52,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,69,131,0,84.0,1,BBC,Conservative,53,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,247,132,1,84.0,1,FOX,Conservative,48,Female,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,142,133,0,84.0,0,CNN,Liberal,28,Female,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,5,134,0,84.0,0,BBC,Conservative,27,Male,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,224,135,0,84.0,0,FOX,Liberal,30,Female,1,1,84.0,source_politics,Source + Politics,0,1,1,0
gpt-5.4-mini,272,136,1,84.0,1,FOX,Liberal,60,Female,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,178,137,0,92.0,1,FOX,Liberal,48,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,181,138,0,86.0,1,FOX,Liberal,43,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,263,139,0,84.0,1,FOX,Conservative,43,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,121,140,1,78.0,0,CNN,Independent,28,Male,0,0,84.0,source_politics,Source + Politics,1,1,0,1
gpt-5.4-mini,129,141,0,86.0,1,CNN,Independent,68,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,123,142,0,86.0,1,CNN,Liberal,32,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,86,143,0,94.0,1,BBC,Liberal,42,Female,0,0,96.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,184,144,1,78.0,0,FOX,Liberal,49,Male,0,1,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,185,145,1,86.0,1,FOX,Conservative,42,Male,1,0,84.0,source_politics,Source + Politics,0,1,0,1
gpt-5.4-mini,160,146,0,84.0,0,CNN,Liberal,42,Female,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,237,147,1,84.0,1,FOX,Liberal,28,Male,1,1,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,141,148,0,84.0,1,CNN,Conservative,27,Female,0,1,84.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,141,149,0,86.0,0,CNN,Liberal,61,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,161,150,0,84.0,0,CNN,Liberal,30,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,165,151,0,84.0,0,CNN,Liberal,59,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,179,152,0,78.0,1,FOX,Independent,40,Female,0,0,78.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,121,153,1,84.0,1,CNN,Liberal,53,Male,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,66,154,0,84.0,1,BBC,Independent,25,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,223,155,0,86.0,1,FOX,Conservative,20,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,180,156,0,86.0,1,FOX,Conservative,43,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,211,157,0,92.0,1,FOX,Independent,64,Male,0,0,89.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,245,158,1,86.0,1,FOX,Independent,27,Male,1,1,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,229,159,1,78.0,1,FOX,Independent,28,Female,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,21,160,0,86.0,1,BBC,Conservative,30,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,253,161,1,92.0,1,FOX,Liberal,52,Male,1,1,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,233,162,0,84.0,1,FOX,Liberal,42,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,128,163,0,86.0,0,CNN,Independent,34,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,202,164,0,84.0,1,FOX,Conservative,32,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,208,165,0,84.0,0,FOX,Independent,28,Female,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,174,166,0,86.0,1,FOX,Liberal,42,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,174,167,0,86.0,1,FOX,Independent,45,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,175,168,1,84.0,1,FOX,Independent,55,Male,1,1,78.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,271,169,0,92.0,1,FOX,Liberal,32,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,1,170,0,84.0,1,BBC,Liberal,36,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,176,171,0,86.0,1,FOX,Liberal,20,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,90,172,1,86.0,0,BBC,Independent,31,Female,0,1,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,125,173,0,86.0,0,CNN,Other,64,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,43,174,1,84.0,1,BBC,Independent,42,Male,1,0,84.0,source_politics,Source + Politics,0,1,0,1
gpt-5.4-mini,86,175,0,94.0,0,BBC,Conservative,47,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,226,176,0,84.0,1,FOX,Conservative,44,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,18,177,0,92.0,0,BBC,Independent,24,Female,1,0,94.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,171,178,0,84.0,0,CNN,Independent,48,Male,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,114,179,0,84.0,0,CNN,Liberal,63,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,174,180,0,86.0,1,FOX,Conservative,24,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,210,181,0,84.0,0,FOX,Liberal,31,Female,1,1,78.0,source_politics,Source + Politics,0,1,1,0
gpt-5.4-mini,111,182,1,84.0,0,CNN,Liberal,22,Female,0,1,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,10,183,0,93.0,1,BBC,Conservative,35,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,118,184,0,84.0,0,CNN,Liberal,28,Male,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,159,185,1,92.0,1,CNN,Liberal,48,Female,1,1,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,33,186,0,94.0,1,BBC,Liberal,49,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,286,187,0,94.0,1,FOX,Conservative,25,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,22,188,0,92.0,1,BBC,Liberal,42,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,136,189,0,92.0,0,CNN,Conservative,60,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,235,190,1,84.0,1,FOX,Conservative,38,Female,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,252,191,0,84.0,1,FOX,Conservative,30,Male,0,1,86.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,71,192,1,84.0,0,BBC,Liberal,33,Female,0,0,84.0,source_politics,Source + Politics,1,1,0,1
gpt-5.4-mini,182,193,1,92.0,0,FOX,Conservative,47,Female,0,1,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,267,194,0,96.0,1,FOX,Conservative,44,Female,0,0,96.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,87,195,0,84.0,1,BBC,Independent,45,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,136,196,0,92.0,1,CNN,Conservative,33,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,20,197,0,84.0,1,BBC,Conservative,25,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,111,198,1,84.0,1,CNN,Liberal,40,Female,1,1,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,65,199,0,84.0,0,BBC,Other,60,Female,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,266,200,0,86.0,1,FOX,Liberal,29,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,93,201,0,92.0,1,BBC,Conservative,25,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,140,202,0,84.0,1,CNN,Conservative,26,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,20,203,0,84.0,0,BBC,Independent,45,Male,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,106,204,0,86.0,1,BBC,Conservative,30,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,242,205,0,86.0,1,FOX,Independent,34,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,169,206,1,78.0,1,CNN,Conservative,61,Male,1,0,84.0,source_politics,Source + Politics,0,1,0,1
gpt-5.4-mini,100,207,0,84.0,1,BBC,Liberal,41,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,7,208,0,84.0,1,BBC,Liberal,34,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,69,209,0,84.0,1,BBC,Liberal,56,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,149,210,0,92.0,1,CNN,Liberal,44,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,29,211,0,92.0,1,BBC,Independent,25,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,282,212,0,86.0,1,FOX,Conservative,52,Male,0,1,78.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,169,213,1,78.0,0,CNN,Liberal,35,Male,0,0,84.0,source_politics,Source + Politics,1,1,0,1
gpt-5.4-mini,105,214,0,86.0,1,BBC,Independent,47,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,76,215,0,84.0,1,BBC,Conservative,32,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,154,216,0,86.0,1,CNN,Conservative,47,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,20,217,0,84.0,1,BBC,Liberal,38,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,77,218,0,92.0,1,BBC,Liberal,39,Female,0,0,95.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,182,219,1,86.0,0,FOX,Independent,48,Female,0,1,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,168,220,0,78.0,1,CNN,Conservative,31,Male,0,1,84.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,152,221,1,84.0,1,CNN,Independent,40,Male,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,90,222,1,84.0,0,BBC,Liberal,48,Male,0,1,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,72,223,0,84.0,1,BBC,Conservative,39,Male,0,0,78.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,256,224,1,86.0,1,FOX,Liberal,28,Male,1,1,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,167,225,0,84.0,1,CNN,Independent,20,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,123,226,0,86.0,1,CNN,Independent,25,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,97,227,0,92.0,1,BBC,Conservative,25,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,111,228,1,92.0,1,CNN,Conservative,31,Male,1,1,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,13,229,1,78.0,1,BBC,Liberal,29,Female,1,0,86.0,source_politics,Source + Politics,0,1,0,1
gpt-5.4-mini,57,230,0,96.0,1,BBC,Liberal,42,Female,0,0,96.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,115,231,0,86.0,1,CNN,Liberal,27,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,165,232,0,84.0,1,CNN,Liberal,36,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,271,233,0,92.0,1,FOX,Independent,24,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,89,234,0,84.0,1,BBC,Independent,27,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,81,235,0,94.0,1,BBC,Liberal,46,Male,0,0,96.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,204,236,1,84.0,1,FOX,Other,36,Male,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,133,237,0,84.0,1,CNN,Liberal,30,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,116,238,0,92.0,0,CNN,Liberal,52,Male,1,0,91.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,242,239,0,86.0,1,FOX,Liberal,52,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,50,240,1,84.0,1,BBC,Independent,47,Male,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,155,241,0,96.0,0,CNN,Liberal,37,Female,1,0,96.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,151,242,0,94.0,1,CNN,Liberal,44,Male,0,0,94.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,160,243,0,84.0,1,CNN,Conservative,47,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,172,244,0,93.0,1,CNN,Conservative,39,Female,0,0,93.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,153,245,0,84.0,0,CNN,Liberal,43,Female,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,240,246,0,92.0,0,FOX,Conservative,27,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,243,247,0,96.0,1,FOX,Conservative,25,Male,0,0,95.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,170,248,0,92.0,0,CNN,Conservative,37,Male,1,0,96.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,101,249,0,92.0,1,BBC,Conservative,42,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,186,250,0,92.0,1,FOX,Liberal,48,Male,0,1,92.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,248,251,0,84.0,0,FOX,Liberal,21,Female,1,0,78.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,253,252,1,86.0,0,FOX,Conservative,36,Male,0,1,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,246,253,0,86.0,0,FOX,Independent,24,Male,1,1,78.0,source_politics,Source + Politics,0,1,1,0
gpt-5.4-mini,181,254,0,86.0,0,FOX,Liberal,25,Male,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,199,255,0,84.0,1,FOX,Conservative,30,Male,0,1,84.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,284,256,1,92.0,1,FOX,Conservative,33,Male,1,1,96.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,154,257,0,86.0,1,CNN,Conservative,36,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,240,258,0,92.0,1,FOX,Conservative,32,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,63,259,0,86.0,1,BBC,Independent,25,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,121,260,1,84.0,1,CNN,Liberal,42,Female,1,0,84.0,source_politics,Source + Politics,0,1,0,1
gpt-5.4-mini,72,261,0,84.0,1,BBC,Conservative,49,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,279,262,0,84.0,1,FOX,Conservative,33,Male,0,0,78.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,180,263,0,86.0,0,FOX,Conservative,67,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,25,264,0,84.0,0,BBC,Conservative,40,Female,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,58,265,1,78.0,0,BBC,Independent,23,Female,0,0,86.0,source_politics,Source + Politics,1,1,0,1
gpt-5.4-mini,145,266,1,84.0,0,CNN,Conservative,31,Male,0,1,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,141,267,0,86.0,1,CNN,Conservative,24,Female,0,1,84.0,source_politics,Source + Politics,1,1,1,0
gpt-5.4-mini,59,268,0,84.0,0,BBC,Liberal,41,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,128,269,0,92.0,1,CNN,Conservative,26,Female,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,277,270,0,96.0,0,FOX,Other,31,Female,1,0,94.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,131,271,0,84.0,1,CNN,Liberal,41,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,94,272,0,86.0,1,BBC,Liberal,36,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,157,273,1,84.0,1,CNN,Conservative,56,Male,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,208,274,0,84.0,1,FOX,Liberal,36,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,262,275,0,86.0,1,FOX,Liberal,27,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,92,276,0,94.0,0,BBC,Liberal,29,Male,1,0,96.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,227,277,0,86.0,1,FOX,Liberal,43,Male,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,141,278,0,86.0,0,CNN,Liberal,24,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,279,279,1,78.0,1,FOX,Conservative,33,Male,1,0,78.0,source_politics,Source + Politics,0,1,0,1
gpt-5.4-mini,152,280,1,84.0,1,CNN,Liberal,31,Male,1,1,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,287,281,1,84.0,0,FOX,Liberal,29,Male,0,0,84.0,source_politics,Source + Politics,1,1,0,1
gpt-5.4-mini,98,282,0,92.0,0,BBC,Liberal,35,Male,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,130,283,0,84.0,1,CNN,Independent,34,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,105,284,0,86.0,0,BBC,Conservative,27,Male,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,244,285,0,84.0,1,FOX,Independent,24,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,116,286,0,91.0,1,CNN,Liberal,39,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,181,287,0,86.0,1,FOX,Conservative,56,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,145,288,1,84.0,0,CNN,Conservative,23,Male,0,1,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,267,289,0,98.0,1,FOX,Liberal,25,Male,0,0,96.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,27,290,0,84.0,1,BBC,Conservative,44,Female,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,180,291,0,86.0,1,FOX,Liberal,27,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,139,292,1,86.0,1,CNN,Conservative,29,Female,1,1,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,269,293,0,96.0,1,FOX,Conservative,45,Male,0,0,98.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,184,294,1,78.0,1,FOX,Liberal,34,Female,1,1,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,100,295,0,84.0,0,BBC,Liberal,27,Female,1,0,84.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,76,296,0,86.0,1,BBC,Liberal,22,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,73,297,1,84.0,1,BBC,Liberal,22,Female,1,0,84.0,source_politics,Source + Politics,0,1,0,1
gpt-5.4-mini,149,298,0,86.0,0,CNN,Liberal,51,Male,1,0,92.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,235,299,1,78.0,1,FOX,Liberal,31,Female,1,1,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,16,300,0,92.0,0,BBC,Liberal,33,Other,1,0,94.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,36,301,0,95.0,1,BBC,Liberal,28,Male,0,0,96.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,128,302,0,92.0,1,CNN,Conservative,35,Male,0,0,92.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,263,303,0,84.0,1,FOX,Conservative,33,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,156,304,0,86.0,0,CNN,Liberal,28,Female,1,0,86.0,source_politics,Source + Politics,1,0,0,0
gpt-5.4-mini,265,305,1,84.0,0,FOX,Liberal,54,Female,0,1,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,227,306,0,86.0,1,FOX,Liberal,27,Female,0,0,86.0,source_politics,Source + Politics,0,0,0,0
gpt-5.4-mini,35,307,0,84.0,1,BBC,Liberal,40,Male,0,0,84.0,source_politics,Source + Politics,0,0,0,0
