Model,article_id,index,article_only_output,article_only_confidence,human_label,source,politics,age,gender,article_only_aligned
gemini-2.5-flash-lite,153,642,0.0,95.0,1,CNN,Liberal,48,Male,0
gemini-2.5-flash-lite,76,957,0.0,95.0,0,BBC,Independent,28,Female,1
gemini-2.5-flash-lite,140,202,0.0,95.0,1,CNN,Conservative,26,Female,0
gemini-2.5-flash-lite,172,643,0.0,95.0,1,CNN,Independent,37,Female,0
gemini-2.5-flash-lite,105,958,0.0,95.0,1,BBC,Liberal,25,Female,0
gemini-2.5-flash-lite,20,203,0.0,95.0,0,BBC,Independent,45,Male,1
gemini-2.5-flash-lite,161,644,0.0,95.0,1,CNN,Conservative,58,Male,0
gemini-2.5-flash-lite,162,959,0.0,95.0,1,CNN,Conservative,47,Male,0
gemini-2.5-flash-lite,106,204,0.0,95.0,1,BBC,Conservative,30,Female,0
gemini-2.5-flash-lite,203,645,0.0,95.0,1,FOX,Liberal,43,Male,0
gemini-2.5-flash-lite,274,960,0.0,95.0,1,FOX,Conservative,33,Female,0
gemini-2.5-flash-lite,242,205,0.0,95.0,1,FOX,Independent,34,Male,0
gemini-2.5-flash-lite,156,646,0.0,95.0,1,CNN,Conservative,40,Female,0
gemini-2.5-flash-lite,114,961,0.0,95.0,1,CNN,Liberal,25,Female,0
gemini-2.5-flash-lite,169,206,1.0,85.0,1,CNN,Conservative,61,Male,1
gemini-2.5-flash-lite,58,647,0.0,95.0,1,BBC,Liberal,48,Female,0
gemini-2.5-flash-lite,80,962,1.0,75.0,0,BBC,Liberal,46,Female,0
gemini-2.5-flash-lite,100,207,0.0,95.0,1,BBC,Liberal,41,Male,0
gemini-2.5-flash-lite,87,648,0.0,95.0,1,BBC,Liberal,28,Male,0
gemini-2.5-flash-lite,139,963,0.0,95.0,1,CNN,Conservative,67,Female,0
gemini-2.5-flash-lite,7,208,1.0,75.0,1,BBC,Liberal,34,Male,1
gemini-2.5-flash-lite,179,649,0.0,95.0,1,FOX,Liberal,53,Male,0
gemini-2.5-flash-lite,44,964,1.0,95.0,1,BBC,Conservative,25,Female,1
gemini-2.5-flash-lite,69,209,0.0,95.0,1,BBC,Liberal,56,Male,0
gemini-2.5-flash-lite,138,650,0.0,95.0,1,CNN,Liberal,30,Male,0
gemini-2.5-flash-lite,171,965,0.0,95.0,0,CNN,Liberal,73,Male,1
gemini-2.5-flash-lite,149,210,0.0,95.0,1,CNN,Liberal,44,Female,0
gemini-2.5-flash-lite,7,651,1.0,75.0,1,BBC,Liberal,36,Male,1
gemini-2.5-flash-lite,93,966,0.0,95.0,1,BBC,Liberal,40,Female,0
gemini-2.5-flash-lite,29,211,0.0,95.0,1,BBC,Independent,25,Female,0
gemini-2.5-flash-lite,158,652,0.0,95.0,0,CNN,Independent,28,Male,1
gemini-2.5-flash-lite,3,967,0.0,95.0,0,BBC,Conservative,27,Female,1
gemini-2.5-flash-lite,282,212,0.0,95.0,1,FOX,Conservative,52,Male,0
gemini-2.5-flash-lite,234,653,0.0,95.0,0,FOX,Independent,67,Male,1
gemini-2.5-flash-lite,140,968,0.0,95.0,1,CNN,Independent,55,Female,0
gemini-2.5-flash-lite,169,213,1.0,85.0,0,CNN,Liberal,35,Male,0
gemini-2.5-flash-lite,90,654,0.0,95.0,1,BBC,Conservative,34,Female,0
gemini-2.5-flash-lite,71,969,1.0,95.0,1,BBC,Conservative,52,Female,1
gemini-2.5-flash-lite,105,214,0.0,95.0,1,BBC,Independent,47,Male,0
gemini-2.5-flash-lite,116,655,0.0,95.0,1,CNN,Conservative,34,Female,0
gemini-2.5-flash-lite,2,970,0.0,95.0,1,BBC,Conservative,55,Male,0
gemini-2.5-flash-lite,76,215,0.0,95.0,1,BBC,Conservative,32,Male,0
gemini-2.5-flash-lite,115,656,0.0,95.0,0,CNN,Independent,73,Female,1
gemini-2.5-flash-lite,146,971,0.0,95.0,0,CNN,Conservative,27,Female,1
gemini-2.5-flash-lite,154,216,0.0,95.0,1,CNN,Conservative,47,Female,0
gemini-2.5-flash-lite,261,657,0.0,95.0,1,FOX,Conservative,30,Male,0
gemini-2.5-flash-lite,24,972,0.0,95.0,0,BBC,Conservative,58,Male,1
gemini-2.5-flash-lite,20,217,0.0,95.0,1,BBC,Liberal,38,Female,0
gemini-2.5-flash-lite,140,658,0.0,95.0,1,CNN,Conservative,28,Female,0
gemini-2.5-flash-lite,100,973,0.0,95.0,1,BBC,Liberal,64,Male,0
gemini-2.5-flash-lite,77,218,0.0,95.0,1,BBC,Liberal,39,Female,0
gemini-2.5-flash-lite,210,659,0.0,95.0,1,FOX,Conservative,30,Male,0
gemini-2.5-flash-lite,11,974,1.0,95.0,0,BBC,Other,49,Female,0
gemini-2.5-flash-lite,182,219,0.0,95.0,0,FOX,Independent,48,Female,1
gemini-2.5-flash-lite,121,660,0.0,95.0,1,CNN,Conservative,44,Female,0
gemini-2.5-flash-lite,240,975,0.0,95.0,1,FOX,Liberal,58,Female,0
gemini-2.5-flash-lite,168,220,0.0,95.0,1,CNN,Conservative,31,Male,0
gemini-2.5-flash-lite,281,661,0.0,95.0,1,FOX,Conservative,34,Male,0
gemini-2.5-flash-lite,45,976,0.0,95.0,1,BBC,Liberal,26,Female,0
gemini-2.5-flash-lite,152,221,1.0,95.0,1,CNN,Independent,40,Male,1
gemini-2.5-flash-lite,105,662,0.0,95.0,0,BBC,Independent,63,Male,1
gemini-2.5-flash-lite,227,977,0.0,95.0,1,FOX,Conservative,27,Male,0
gemini-2.5-flash-lite,90,222,0.0,95.0,0,BBC,Liberal,48,Male,1
gemini-2.5-flash-lite,121,663,0.0,95.0,1,CNN,Liberal,30,Male,0
gemini-2.5-flash-lite,80,978,1.0,75.0,0,BBC,Liberal,64,Female,0
gemini-2.5-flash-lite,72,223,0.0,95.0,1,BBC,Conservative,39,Male,0
gemini-2.5-flash-lite,247,664,0.0,95.0,0,FOX,Liberal,50,Male,1
gemini-2.5-flash-lite,21,979,1.0,85.0,0,BBC,Conservative,74,Female,0
gemini-2.5-flash-lite,256,224,0.0,95.0,1,FOX,Liberal,28,Male,0
gemini-2.5-flash-lite,125,665,0.0,95.0,1,CNN,Independent,55,Female,0
gemini-2.5-flash-lite,265,980,1.0,85.0,1,FOX,Conservative,26,Male,1
gemini-2.5-flash-lite,167,225,0.0,95.0,1,CNN,Independent,20,Female,0
gemini-2.5-flash-lite,58,666,0.0,95.0,1,BBC,Other,39,Female,0
gemini-2.5-flash-lite,96,981,1.0,95.0,0,BBC,Other,33,Male,0
gemini-2.5-flash-lite,267,289,0.0,95.0,1,FOX,Liberal,25,Male,0
gemini-2.5-flash-lite,230,478,0.0,95.0,0,FOX,Liberal,27,Female,1
gemini-2.5-flash-lite,209,982,0.0,95.0,1,FOX,Conservative,41,Male,0
gemini-2.5-flash-lite,175,1108,0.0,95.0,0,FOX,Liberal,30,Male,1
gemini-2.5-flash-lite,230,1423,0.0,95.0,1,FOX,Liberal,25,Female,0
gemini-2.5-flash-lite,193,1738,0.0,95.0,1,FOX,Other,26,Female,0
gemini-2.5-flash-lite,27,290,0.0,95.0,1,BBC,Conservative,44,Female,0
gemini-2.5-flash-lite,34,479,0.0,95.0,0,BBC,Liberal,51,Female,1
gemini-2.5-flash-lite,87,983,0.0,95.0,1,BBC,Conservative,48,Male,0
gemini-2.5-flash-lite,162,1109,0.0,95.0,1,CNN,Liberal,38,Male,0
gemini-2.5-flash-lite,281,1424,0.0,95.0,1,FOX,Conservative,50,Male,0
gemini-2.5-flash-lite,116,1739,0.0,95.0,1,CNN,Liberal,33,Female,0
gemini-2.5-flash-lite,180,291,0.0,95.0,1,FOX,Liberal,27,Female,0
gemini-2.5-flash-lite,154,480,0.0,95.0,1,CNN,Independent,40,Female,0
gemini-2.5-flash-lite,192,984,0.0,95.0,1,FOX,Independent,33,Female,0
gemini-2.5-flash-lite,233,1110,1.0,85.0,1,FOX,Conservative,24,Female,1
gemini-2.5-flash-lite,104,1425,0.0,95.0,1,BBC,Conservative,30,Male,0
gemini-2.5-flash-lite,19,1740,0.0,95.0,0,BBC,Conservative,51,Female,1
gemini-2.5-flash-lite,139,292,0.0,95.0,1,CNN,Conservative,29,Female,0
gemini-2.5-flash-lite,227,481,0.0,95.0,0,FOX,Independent,35,Male,1
gemini-2.5-flash-lite,253,985,0.0,95.0,1,FOX,Liberal,30,Male,0
gemini-2.5-flash-lite,42,1111,0.0,95.0,1,BBC,Conservative,25,Female,0
gemini-2.5-flash-lite,164,1426,0.0,95.0,1,CNN,Conservative,43,Male,0
gemini-2.5-flash-lite,13,1741,0.0,95.0,0,BBC,Conservative,46,Female,1
gemini-2.5-flash-lite,269,293,0.0,95.0,1,FOX,Conservative,45,Male,0
gemini-2.5-flash-lite,288,482,1.0,95.0,1,FOX,Independent,53,Male,1
gemini-2.5-flash-lite,115,986,0.0,95.0,0,CNN,Conservative,49,Female,1
gemini-2.5-flash-lite,118,1112,0.0,95.0,1,CNN,Conservative,32,Male,0
gemini-2.5-flash-lite,223,1427,0.0,95.0,1,FOX,Liberal,64,Female,0
gemini-2.5-flash-lite,205,1742,0.0,98.0,0,FOX,Liberal,22,Male,1
gemini-2.5-flash-lite,184,294,0.0,95.0,1,FOX,Liberal,34,Female,0
gemini-2.5-flash-lite,41,483,1.0,85.0,1,BBC,Independent,31,Male,1
gemini-2.5-flash-lite,82,987,0.0,95.0,1,BBC,Conservative,64,Male,0
gemini-2.5-flash-lite,251,1113,0.0,95.0,0,FOX,Other,28,Female,1
gemini-2.5-flash-lite,148,1428,0.0,95.0,0,CNN,Independent,41,Male,1
gemini-2.5-flash-lite,116,1743,0.0,95.0,0,CNN,Liberal,30,Male,1
gemini-2.5-flash-lite,100,295,0.0,95.0,0,BBC,Liberal,27,Female,1
gemini-2.5-flash-lite,32,484,0.0,95.0,0,BBC,Independent,60,Male,1
gemini-2.5-flash-lite,277,988,0.0,95.0,1,FOX,Liberal,37,Female,0
gemini-2.5-flash-lite,97,1114,0.0,95.0,1,BBC,Conservative,30,Male,0
gemini-2.5-flash-lite,155,1429,0.0,95.0,1,CNN,Conservative,32,Male,0
gemini-2.5-flash-lite,110,1744,0.0,95.0,1,CNN,Conservative,33,Male,0
gemini-2.5-flash-lite,76,296,0.0,95.0,1,BBC,Liberal,22,Male,0
gemini-2.5-flash-lite,130,485,0.0,95.0,0,CNN,Liberal,37,Other,1
gemini-2.5-flash-lite,94,989,0.0,95.0,1,BBC,Conservative,48,Female,0
gemini-2.5-flash-lite,75,1115,0.0,95.0,0,BBC,Liberal,25,Male,1
gemini-2.5-flash-lite,133,1430,0.0,95.0,0,CNN,Conservative,30,Female,1
gemini-2.5-flash-lite,193,1745,0.0,95.0,0,FOX,Liberal,51,Male,1
gemini-2.5-flash-lite,73,297,0.0,95.0,1,BBC,Liberal,22,Female,0
gemini-2.5-flash-lite,7,486,1.0,75.0,1,BBC,Liberal,40,Female,1
gemini-2.5-flash-lite,203,990,0.0,95.0,0,FOX,Independent,48,Male,1
gemini-2.5-flash-lite,145,1116,0.0,95.0,1,CNN,Conservative,35,Male,0
gemini-2.5-flash-lite,121,1431,0.0,95.0,1,CNN,Liberal,48,Male,0
gemini-2.5-flash-lite,269,1746,0.0,95.0,0,FOX,Independent,40,Female,1
gemini-2.5-flash-lite,149,298,0.0,95.0,0,CNN,Liberal,51,Male,1
gemini-2.5-flash-lite,152,487,1.0,95.0,1,CNN,Liberal,36,Male,1
gemini-2.5-flash-lite,5,991,0.0,95.0,1,BBC,Conservative,47,Male,0
gemini-2.5-flash-lite,193,1117,0.0,95.0,1,FOX,Liberal,39,Female,0
gemini-2.5-flash-lite,129,1432,0.0,95.0,1,CNN,Conservative,32,Male,0
gemini-2.5-flash-lite,207,1747,1.0,95.0,1,FOX,Conservative,22,Male,1
gemini-2.5-flash-lite,235,299,0.0,95.0,1,FOX,Liberal,31,Female,0
gemini-2.5-flash-lite,144,488,0.0,95.0,1,CNN,Conservative,25,Female,0
gemini-2.5-flash-lite,263,992,0.0,95.0,1,FOX,Independent,25,Male,0
gemini-2.5-flash-lite,121,1118,0.0,95.0,1,CNN,Independent,30,Male,0
gemini-2.5-flash-lite,114,1433,0.0,95.0,1,CNN,Independent,37,Female,0
gemini-2.5-flash-lite,54,1748,0.0,95.0,1,BBC,Liberal,32,Male,0
gemini-2.5-flash-lite,16,300,0.0,95.0,0,BBC,Liberal,33,Other,1
gemini-2.5-flash-lite,45,489,0.0,95.0,0,BBC,Liberal,30,Other,1
gemini-2.5-flash-lite,271,993,0.0,95.0,1,FOX,Liberal,48,Female,0
gemini-2.5-flash-lite,98,1119,0.0,95.0,1,BBC,Conservative,45,Male,0
gemini-2.5-flash-lite,112,1434,0.0,95.0,1,CNN,Conservative,25,Male,0
gemini-2.5-flash-lite,115,1749,0.0,95.0,0,CNN,Conservative,30,Male,1
gemini-2.5-flash-lite,36,301,0.0,95.0,1,BBC,Liberal,28,Male,0
gemini-2.5-flash-lite,166,490,1.0,75.0,0,CNN,Conservative,43,Female,0
gemini-2.5-flash-lite,172,994,0.0,95.0,1,CNN,Conservative,25,Male,0
gemini-2.5-flash-lite,263,1120,0.0,95.0,1,FOX,Liberal,37,Female,0
gemini-2.5-flash-lite,109,1435,0.0,95.0,0,BBC,Conservative,47,Male,1
gemini-2.5-flash-lite,58,1750,0.0,95.0,1,BBC,Independent,24,Male,0
gemini-2.5-flash-lite,128,302,0.0,95.0,1,CNN,Conservative,35,Male,0
gemini-2.5-flash-lite,165,491,0.0,95.0,1,CNN,Conservative,37,Female,0
gemini-2.5-flash-lite,259,995,1.0,85.0,1,FOX,Conservative,28,Female,1
gemini-2.5-flash-lite,263,1121,0.0,95.0,1,FOX,Liberal,25,Female,0
gemini-2.5-flash-lite,159,1436,0.0,95.0,1,CNN,Independent,36,Male,0
gemini-2.5-flash-lite,52,1751,0.0,95.0,0,BBC,Liberal,41,Male,1
gemini-2.5-flash-lite,263,303,0.0,95.0,1,FOX,Conservative,33,Male,0
gemini-2.5-flash-lite,161,492,0.0,95.0,1,CNN,Liberal,32,Male,0
gemini-2.5-flash-lite,116,996,0.0,95.0,1,CNN,Independent,49,Male,0
gemini-2.5-flash-lite,7,1122,1.0,75.0,0,BBC,Conservative,70,Male,0
gemini-2.5-flash-lite,94,1437,0.0,95.0,1,BBC,Liberal,48,Male,0
gemini-2.5-flash-lite,114,1752,0.0,95.0,1,CNN,Conservative,33,Male,0
gemini-2.5-flash-lite,156,304,0.0,95.0,0,CNN,Liberal,28,Female,1
gemini-2.5-flash-lite,145,493,0.0,95.0,1,CNN,Liberal,50,Male,0
gemini-2.5-flash-lite,131,997,1.0,95.0,0,CNN,Liberal,49,Female,0
gemini-2.5-flash-lite,94,1123,0.0,95.0,1,BBC,Independent,55,Male,0
gemini-2.5-flash-lite,204,1438,1.0,85.0,0,FOX,Independent,30,Male,0
gemini-2.5-flash-lite,16,1753,0.0,95.0,1,BBC,Other,55,Male,0
gemini-2.5-flash-lite,265,305,1.0,85.0,0,FOX,Liberal,54,Female,0
gemini-2.5-flash-lite,156,494,0.0,95.0,1,CNN,Liberal,36,Female,0
gemini-2.5-flash-lite,33,998,0.0,95.0,0,BBC,Conservative,52,Male,1
gemini-2.5-flash-lite,102,1124,0.0,95.0,0,BBC,Independent,30,Female,1
gemini-2.5-flash-lite,161,1439,0.0,95.0,1,CNN,Independent,26,Female,0
gemini-2.5-flash-lite,52,1754,0.0,95.0,0,BBC,Liberal,45,Male,1
gemini-2.5-flash-lite,227,306,0.0,95.0,1,FOX,Liberal,27,Female,0
gemini-2.5-flash-lite,263,495,0.0,95.0,1,FOX,Independent,26,Male,0
gemini-2.5-flash-lite,262,999,0.0,95.0,1,FOX,Conservative,48,Female,0
gemini-2.5-flash-lite,22,1125,0.0,95.0,1,BBC,Liberal,33,Male,0
gemini-2.5-flash-lite,173,1440,1.0,75.0,0,FOX,Liberal,22,Male,0
gemini-2.5-flash-lite,211,1755,0.0,95.0,0,FOX,Independent,64,Female,1
gemini-2.5-flash-lite,35,307,0.0,95.0,1,BBC,Liberal,40,Male,0
gemini-2.5-flash-lite,171,496,0.0,95.0,1,CNN,Independent,20,Female,0
gemini-2.5-flash-lite,157,1000,0.0,95.0,0,CNN,Conservative,29,Male,1
gemini-2.5-flash-lite,7,1126,1.0,75.0,1,BBC,Conservative,45,Male,1
gemini-2.5-flash-lite,282,1441,0.0,95.0,0,FOX,Liberal,31,Female,1
gemini-2.5-flash-lite,52,1756,0.0,95.0,0,BBC,Liberal,29,Female,1
gemini-2.5-flash-lite,121,308,0.0,95.0,0,CNN,Independent,26,Female,1
gemini-2.5-flash-lite,139,497,0.0,95.0,1,CNN,Independent,40,Male,0
gemini-2.5-flash-lite,141,1001,0.0,95.0,1,CNN,Conservative,28,Male,0
gemini-2.5-flash-lite,92,1127,0.0,95.0,0,BBC,Other,19,Male,1
gemini-2.5-flash-lite,268,1442,0.0,95.0,0,FOX,Other,38,Female,1
gemini-2.5-flash-lite,61,1757,1.0,75.0,0,BBC,Conservative,55,Female,0
gemini-2.5-flash-lite,143,46,1.0,95.0,1,CNN,Conservative,32,Male,1
gemini-2.5-flash-lite,22,309,0.0,95.0,1,BBC,Liberal,26,Female,0
gemini-2.5-flash-lite,7,498,1.0,75.0,1,BBC,Conservative,29,Female,1
gemini-2.5-flash-lite,136,1002,0.0,95.0,0,CNN,Liberal,45,Female,1
gemini-2.5-flash-lite,70,1128,0.0,95.0,0,BBC,Liberal,25,Female,1
gemini-2.5-flash-lite,186,1443,0.0,95.0,1,FOX,Independent,31,Male,0
gemini-2.5-flash-lite,19,1758,0.0,95.0,0,BBC,Liberal,24,Female,1
gemini-2.5-flash-lite,7,47,1.0,75.0,1,BBC,Conservative,38,Male,1
gemini-2.5-flash-lite,129,310,0.0,95.0,1,CNN,Conservative,32,Male,0
gemini-2.5-flash-lite,31,499,0.0,95.0,0,BBC,Other,40,Male,1
gemini-2.5-flash-lite,105,1003,0.0,95.0,1,BBC,Conservative,42,Male,0
gemini-2.5-flash-lite,183,1129,0.0,95.0,1,FOX,Conservative,48,Female,0
gemini-2.5-flash-lite,157,1444,0.0,95.0,1,CNN,Conservative,47,Male,0
gemini-2.5-flash-lite,58,1759,0.0,95.0,0,BBC,Liberal,31,Female,1
gemini-2.5-flash-lite,115,311,0.0,95.0,1,CNN,Conservative,62,Male,0
gemini-2.5-flash-lite,136,500,0.0,95.0,0,CNN,Independent,65,Male,1
gemini-2.5-flash-lite,137,1004,0.0,95.0,1,CNN,Independent,26,Male,0
gemini-2.5-flash-lite,224,1130,0.0,95.0,0,FOX,Liberal,64,Female,1
gemini-2.5-flash-lite,101,1445,0.0,95.0,0,BBC,Conservative,40,Male,1
gemini-2.5-flash-lite,42,1760,0.0,95.0,1,BBC,Liberal,22,Male,0
gemini-2.5-flash-lite,119,312,0.0,95.0,0,CNN,Liberal,65,Female,1
gemini-2.5-flash-lite,154,501,0.0,95.0,1,CNN,Liberal,25,Male,0
gemini-2.5-flash-lite,169,1005,1.0,85.0,1,CNN,Liberal,36,Female,1
gemini-2.5-flash-lite,123,1131,0.0,95.0,1,CNN,Conservative,61,Male,0
gemini-2.5-flash-lite,109,1446,0.0,95.0,1,BBC,Liberal,49,Male,0
gemini-2.5-flash-lite,26,1761,1.0,85.0,1,BBC,Liberal,50,Female,1
gemini-2.5-flash-lite,112,313,0.0,95.0,0,CNN,Independent,31,Male,1
gemini-2.5-flash-lite,284,502,1.0,95.0,1,FOX,Liberal,62,Female,1
gemini-2.5-flash-lite,0,1006,0.0,95.0,0,BBC,Liberal,59,Male,1
gemini-2.5-flash-lite,251,1132,0.0,95.0,0,FOX,Conservative,52,Male,1
gemini-2.5-flash-lite,98,1447,0.0,95.0,0,BBC,Independent,30,Male,1
gemini-2.5-flash-lite,238,1762,0.0,95.0,1,FOX,Conservative,80,Male,0
gemini-2.5-flash-lite,154,314,0.0,95.0,0,CNN,Conservative,43,Male,1
gemini-2.5-flash-lite,173,503,1.0,75.0,0,FOX,Other,26,Male,0
gemini-2.5-flash-lite,266,1007,0.0,95.0,1,FOX,Conservative,38,Female,0
gemini-2.5-flash-lite,86,1133,0.0,95.0,0,BBC,Conservative,50,Male,1
gemini-2.5-flash-lite,122,1448,0.0,95.0,1,CNN,Conservative,57,Male,0
gemini-2.5-flash-lite,192,1763,0.0,95.0,1,FOX,Conservative,46,Female,0
gemini-2.5-flash-lite,102,315,0.0,95.0,1,BBC,Independent,34,Female,0
gemini-2.5-flash-lite,208,504,0.0,95.0,0,FOX,Conservative,28,Female,1
gemini-2.5-flash-lite,95,1008,0.0,95.0,0,BBC,Liberal,44,Female,1
gemini-2.5-flash-lite,175,1134,0.0,95.0,1,FOX,Other,50,Male,0
gemini-2.5-flash-lite,146,1449,0.0,95.0,1,CNN,Liberal,25,Female,0
gemini-2.5-flash-lite,51,1764,1.0,95.0,1,BBC,Conservative,48,Female,1
gemini-2.5-flash-lite,19,316,0.0,95.0,1,BBC,Liberal,75,Male,0
gemini-2.5-flash-lite,109,505,0.0,95.0,1,BBC,Liberal,40,Male,0
gemini-2.5-flash-lite,112,1009,0.0,95.0,1,CNN,Liberal,36,Female,0
gemini-2.5-flash-lite,260,1135,0.0,95.0,0,FOX,Liberal,70,Female,1
gemini-2.5-flash-lite,283,1450,1.0,85.0,1,FOX,Liberal,31,Female,1
gemini-2.5-flash-lite,116,1765,0.0,95.0,1,CNN,Independent,34,Male,0
gemini-2.5-flash-lite,210,317,0.0,95.0,1,FOX,Conservative,18,Female,0
gemini-2.5-flash-lite,223,506,0.0,95.0,0,FOX,Independent,29,Male,1
gemini-2.5-flash-lite,16,1010,0.0,95.0,0,BBC,Liberal,31,Male,1
gemini-2.5-flash-lite,224,1136,0.0,95.0,0,FOX,Liberal,35,Female,1
gemini-2.5-flash-lite,204,1451,1.0,85.0,1,FOX,Liberal,32,Male,1
gemini-2.5-flash-lite,55,1766,0.0,95.0,0,BBC,Liberal,50,Male,1
gemini-2.5-flash-lite,226,318,0.0,95.0,1,FOX,Conservative,26,Female,0
gemini-2.5-flash-lite,225,507,0.0,95.0,0,FOX,Other,30,Male,1
gemini-2.5-flash-lite,94,1011,0.0,95.0,1,BBC,Independent,45,Female,0
gemini-2.5-flash-lite,110,1137,0.0,95.0,1,CNN,Conservative,50,Female,0
gemini-2.5-flash-lite,143,1452,1.0,95.0,1,CNN,Liberal,49,Male,1
gemini-2.5-flash-lite,192,1767,0.0,95.0,1,FOX,Conservative,36,Female,0
gemini-2.5-flash-lite,157,0,0.0,95.0,1,CNN,Conservative,27,Female,0
gemini-2.5-flash-lite,261,319,0.0,95.0,1,FOX,Liberal,24,Female,0
gemini-2.5-flash-lite,225,508,0.0,95.0,0,FOX,Liberal,77,Female,1
gemini-2.5-flash-lite,101,1012,0.0,95.0,1,BBC,Conservative,25,Male,0
gemini-2.5-flash-lite,191,1138,0.0,95.0,0,FOX,Independent,23,Female,1
gemini-2.5-flash-lite,20,1453,0.0,95.0,0,BBC,Liberal,45,Male,1
gemini-2.5-flash-lite,113,1768,0.0,95.0,1,CNN,Liberal,35,Female,0
gemini-2.5-flash-lite,230,1,0.0,95.0,0,FOX,Liberal,39,Female,1
gemini-2.5-flash-lite,102,320,0.0,95.0,1,BBC,Independent,19,Female,0
gemini-2.5-flash-lite,197,509,1.0,85.0,1,FOX,Liberal,32,Male,1
gemini-2.5-flash-lite,38,1013,0.0,95.0,1,BBC,Liberal,30,Male,0
gemini-2.5-flash-lite,113,1139,0.0,95.0,1,CNN,Liberal,40,Female,0
gemini-2.5-flash-lite,77,1454,0.0,95.0,0,BBC,Conservative,31,Male,1
gemini-2.5-flash-lite,116,1769,0.0,95.0,1,CNN,Conservative,59,Male,0
gemini-2.5-flash-lite,284,2,1.0,95.0,1,FOX,Liberal,48,Female,1
gemini-2.5-flash-lite,0,321,0.0,95.0,1,BBC,Conservative,33,Male,0
gemini-2.5-flash-lite,74,510,0.0,95.0,1,BBC,Liberal,34,Female,0
gemini-2.5-flash-lite,187,1014,0.0,95.0,0,FOX,Independent,52,Male,1
gemini-2.5-flash-lite,157,1140,0.0,95.0,1,CNN,Conservative,25,Male,0
gemini-2.5-flash-lite,230,1455,0.0,95.0,0,FOX,Liberal,50,Male,1
gemini-2.5-flash-lite,276,1770,0.0,95.0,1,FOX,Liberal,39,Female,0
gemini-2.5-flash-lite,98,3,0.0,95.0,1,BBC,Conservative,38,Female,0
gemini-2.5-flash-lite,119,322,0.0,95.0,0,CNN,Conservative,30,Female,1
gemini-2.5-flash-lite,59,511,0.0,95.0,1,BBC,Liberal,30,Female,0
gemini-2.5-flash-lite,215,1015,0.0,95.0,1,FOX,Liberal,55,Male,0
gemini-2.5-flash-lite,58,1141,0.0,95.0,1,BBC,Independent,54,Female,0
gemini-2.5-flash-lite,59,1456,0.0,95.0,1,BBC,Liberal,39,Male,0
gemini-2.5-flash-lite,115,1771,0.0,95.0,1,CNN,Liberal,48,Male,0
gemini-2.5-flash-lite,255,4,1.0,85.0,1,FOX,Independent,39,Male,1
gemini-2.5-flash-lite,121,323,0.0,95.0,0,CNN,Other,30,Female,1
gemini-2.5-flash-lite,33,512,0.0,95.0,0,BBC,Liberal,39,Female,1
gemini-2.5-flash-lite,262,1016,0.0,95.0,1,FOX,Conservative,33,Female,0
gemini-2.5-flash-lite,154,1142,0.0,95.0,0,CNN,Conservative,34,Male,1
gemini-2.5-flash-lite,155,1457,0.0,95.0,1,CNN,Conservative,30,Female,0
gemini-2.5-flash-lite,276,1772,0.0,95.0,1,FOX,Independent,28,Female,0
gemini-2.5-flash-lite,262,5,0.0,95.0,1,FOX,Other,33,Male,0
gemini-2.5-flash-lite,42,324,0.0,95.0,0,BBC,Liberal,34,Male,1
gemini-2.5-flash-lite,46,513,0.0,95.0,1,BBC,Independent,25,Male,0
gemini-2.5-flash-lite,230,1017,0.0,95.0,1,FOX,Conservative,43,Male,0
gemini-2.5-flash-lite,258,1143,0.0,95.0,0,FOX,Independent,28,Female,1
gemini-2.5-flash-lite,41,1458,1.0,85.0,1,BBC,Conservative,65,Female,1
gemini-2.5-flash-lite,113,1773,0.0,95.0,1,CNN,Conservative,33,Male,0
gemini-2.5-flash-lite,180,6,0.0,95.0,0,FOX,Conservative,30,Female,1
gemini-2.5-flash-lite,165,325,0.0,95.0,1,CNN,Conservative,48,Male,0
gemini-2.5-flash-lite,156,514,0.0,95.0,1,CNN,Independent,30,Male,0
gemini-2.5-flash-lite,111,1018,1.0,85.0,1,CNN,Conservative,42,Male,1
gemini-2.5-flash-lite,187,1144,0.0,95.0,0,FOX,Conservative,22,Female,1
gemini-2.5-flash-lite,250,1459,0.0,95.0,1,FOX,Liberal,43,Male,0
gemini-2.5-flash-lite,110,1774,0.0,95.0,0,CNN,Liberal,31,Other,1
gemini-2.5-flash-lite,136,7,0.0,95.0,1,CNN,Liberal,42,Female,0
gemini-2.5-flash-lite,118,326,0.0,95.0,1,CNN,Conservative,35,Male,0
gemini-2.5-flash-lite,142,515,0.0,95.0,1,CNN,Conservative,48,Male,0
gemini-2.5-flash-lite,108,1019,0.0,95.0,1,BBC,Liberal,42,Male,0
gemini-2.5-flash-lite,24,1145,0.0,95.0,0,BBC,Liberal,31,Female,1
gemini-2.5-flash-lite,87,1460,0.0,95.0,1,BBC,Conservative,30,Male,0
gemini-2.5-flash-lite,114,1775,0.0,95.0,0,CNN,Other,29,Female,1
gemini-2.5-flash-lite,171,8,0.0,95.0,1,CNN,Liberal,49,Male,0
gemini-2.5-flash-lite,173,327,1.0,75.0,0,FOX,Liberal,72,Female,0
gemini-2.5-flash-lite,177,516,0.0,95.0,1,FOX,Conservative,40,Female,0
gemini-2.5-flash-lite,205,1020,0.0,98.0,0,FOX,Other,34,Female,1
