article_id,index,llm_assessment,llm_confidence,llm_label,Model,Prompt,human_label,source,politics,age,gender
231,877,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,30,Male
127,878,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Independent,35,Female
146,879,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,CNN,Independent,48,Female
161,880,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Independent,56,Female
274,881,is-not-biased,78.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,36,Male
152,882,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,64,Male
88,883,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,25,Male
39,884,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,38,Female
211,885,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,35,Female
257,886,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Independent,53,Male
213,887,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,FOX,Liberal,26,Male
101,888,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,46,Male
154,889,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Independent,25,Male
88,890,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,55,Female
262,891,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,48,Male
77,892,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,33,Female
194,893,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,48,Female
245,894,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,FOX,Liberal,49,Female
160,895,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,48,Female
76,896,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,33,Female
206,897,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,37,Female
165,898,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,40,Male
284,899,is-biased,92.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,45,Male
172,900,is-not-biased,93.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,51,Female
110,901,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,50,Male
132,902,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,25,Female
192,903,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,48,Female
263,904,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,33,Female
233,905,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,30,Male
280,906,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,44,Male
238,907,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,28,Male
203,908,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Other,46,Female
158,909,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,61,Female
33,910,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,36,Female
122,911,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,27,Female
120,912,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,CNN,Liberal,31,Female
133,913,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,36,Male
233,914,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,28,Male
38,915,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,32,Male
163,916,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,CNN,Independent,30,Female
111,917,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,23,Female
15,918,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,27,Male
46,919,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,BBC,Conservative,36,Male
150,920,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,36,Male
280,921,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,44,Female
22,922,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,49,Male
72,923,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,36,Male
109,924,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,57,Female
204,925,is-biased,78.0,1.0,gpt-5.4-mini,article_only,1,FOX,Liberal,27,Male
98,926,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Independent,25,Female
33,927,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,0,BBC,Independent,59,Male
59,928,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,31,Male
147,929,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,CNN,Independent,35,Male
176,930,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,33,Male
279,931,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,21,Male
230,932,is-not-biased,93.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,21,Female
40,933,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,55,Female
41,934,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,37,Male
166,935,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,35,Male
90,936,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,BBC,Conservative,46,Male
60,937,is-not-biased,91.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,45,Male
168,938,is-not-biased,78.0,0.0,gpt-5.4-mini,article_only,0,CNN,Independent,25,Female
60,939,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,36,Female
114,940,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,23,Male
142,941,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,51,Male
234,942,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,38,Male
214,943,is-biased,95.0,1.0,gpt-5.4-mini,article_only,1,FOX,Independent,43,Male
166,944,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,50,Male
253,945,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,38,Male
158,946,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,CNN,Conservative,40,Male
71,947,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,BBC,Conservative,45,Male
49,948,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,25,Male
63,949,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,34,Male
142,950,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,23,Female
88,951,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,32,Male
133,952,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,55,Male
105,953,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,31,Male
60,954,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Independent,33,Male
118,955,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,31,Female
233,956,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,27,Male
76,957,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Independent,28,Female
105,958,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,25,Female
162,959,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,47,Male
274,960,is-not-biased,78.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,33,Female
114,961,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,25,Female
80,962,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,BBC,Liberal,46,Female
139,963,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,CNN,Conservative,67,Female
44,964,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,25,Female
171,965,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,73,Male
93,966,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,40,Female
3,967,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,27,Female
140,968,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Independent,55,Female
71,969,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,BBC,Conservative,52,Female
2,970,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,55,Male
146,971,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,27,Female
24,972,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,58,Male
100,973,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,64,Male
11,974,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Other,49,Female
240,975,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,58,Female
45,976,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,BBC,Liberal,26,Female
227,977,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,27,Male
80,978,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,BBC,Liberal,64,Female
21,979,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,74,Female
265,980,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,26,Male
96,981,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Other,33,Male
209,982,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,41,Male
87,983,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,48,Male
192,984,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Independent,33,Female
253,985,is-biased,92.0,1.0,gpt-5.4-mini,article_only,1,FOX,Liberal,30,Male
115,986,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,49,Female
82,987,is-not-biased,78.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,64,Male
277,988,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,37,Female
94,989,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,48,Female
203,990,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,48,Male
5,991,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,47,Male
263,992,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Independent,25,Male
271,993,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,48,Female
172,994,is-not-biased,93.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,25,Male
259,995,is-biased,92.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,28,Female
116,996,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Independent,49,Male
131,997,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,49,Female
33,998,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,52,Male
262,999,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,48,Female
157,1000,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,CNN,Conservative,29,Male
141,1001,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,28,Male
136,1002,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,45,Female
105,1003,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,42,Male
137,1004,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,CNN,Independent,26,Male
169,1005,is-biased,78.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,36,Female
0,1006,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,59,Male
266,1007,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,38,Female
95,1008,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,44,Female
112,1009,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,36,Female
16,1010,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,31,Male
94,1011,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,45,Female
101,1012,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,25,Male
38,1013,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,30,Male
187,1014,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,52,Male
215,1015,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,55,Male
262,1016,is-biased,78.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,33,Female
230,1017,is-not-biased,93.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,43,Male
111,1018,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Conservative,42,Male
108,1019,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,42,Male
205,1020,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Other,34,Female
167,1021,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,44,Male
122,1022,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,CNN,Liberal,35,Female
195,1023,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,29,Male
151,1024,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,48,Female
9,1025,is-biased,78.0,1.0,gpt-5.4-mini,article_only,1,BBC,Conservative,28,Female
281,1026,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,37,Male
161,1027,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,35,Female
86,1028,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,22,Female
77,1029,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,31,Male
237,1030,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,FOX,Liberal,41,Female
205,1031,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,44,Male
275,1032,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,29,Male
162,1033,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,34,Male
145,1034,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,CNN,Liberal,33,Male
132,1035,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Other,32,Female
101,1036,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,34,Male
159,1037,is-biased,92.0,1.0,gpt-5.4-mini,article_only,1,CNN,Independent,25,Male
244,1038,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,61,Female
119,1039,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,30,Male
79,1040,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,30,Male
115,1041,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,31,Male
22,1042,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Independent,31,Male
157,1043,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,31,Male
180,1044,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Independent,50,Male
122,1045,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,51,Female
258,1046,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,36,Female
143,1047,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,27,Male
265,1048,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,FOX,Liberal,32,Male
151,1049,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,26,Female
204,1050,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,30,Male
153,1051,is-biased,78.0,1.0,gpt-5.4-mini,article_only,0,CNN,Liberal,21,Female
277,1052,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,35,Female
92,1053,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,23,Female
22,1054,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Independent,50,Female
142,1055,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,34,Female
208,1056,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,27,Female
262,1057,is-biased,78.0,1.0,gpt-5.4-mini,article_only,0,FOX,Liberal,23,Female
59,1058,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,32,Male
110,1059,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Independent,30,Male
210,1060,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,69,Female
147,1061,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,CNN,Independent,42,Male
237,1062,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,58,Male
152,1063,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,67,Female
22,1064,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,28,Male
40,1065,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,41,Female
60,1066,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,62,Female
229,1067,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Independent,56,Female
230,1068,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,FOX,Conservative,47,Female
86,1069,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,24,Male
210,1070,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,39,Male
40,1071,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,59,Male
175,1072,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,FOX,Liberal,53,Male
289,1073,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,42,Male
148,1074,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,CNN,Liberal,57,Female
95,1075,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Other,49,Female
147,1076,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,47,Female
134,1077,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,35,Male
201,1078,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,30,Male
116,1079,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,30,Female
90,1080,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,BBC,Independent,47,Female
17,1081,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,30,Female
157,1082,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Liberal,40,Female
141,1083,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,32,Female
231,1084,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,35,Male
223,1085,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Other,46,Female
82,1086,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,BBC,Liberal,29,Female
106,1087,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,32,Male
263,1088,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,36,Male
173,1089,is-biased,86.0,1.0,gpt-5.4-mini,article_only,1,FOX,Liberal,33,Male
234,1090,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Independent,33,Male
140,1091,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,24,Female
252,1092,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,39,Female
28,1093,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,50,Male
25,1094,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,25,Male
86,1095,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,35,Male
161,1096,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,24,Female
205,1097,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,41,Female
262,1098,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,58,Male
1,1099,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,30,Male
171,1100,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,25,Female
168,1101,is-not-biased,78.0,0.0,gpt-5.4-mini,article_only,1,CNN,Independent,53,Female
29,1102,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,34,Male
283,1103,is-biased,92.0,1.0,gpt-5.4-mini,article_only,1,FOX,Liberal,48,Female
59,1104,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,34,Male
81,1105,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,65,Male
255,1106,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,30,Female
98,1107,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,32,Male
175,1108,is-biased,84.0,1.0,gpt-5.4-mini,article_only,0,FOX,Liberal,30,Male
162,1109,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,38,Male
233,1110,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,24,Female
42,1111,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,25,Female
118,1112,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,32,Male
251,1113,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,FOX,Other,28,Female
97,1114,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,30,Male
75,1115,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,25,Male
145,1116,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Conservative,35,Male
193,1117,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,39,Female
121,1118,is-biased,78.0,1.0,gpt-5.4-mini,article_only,1,CNN,Independent,30,Male
98,1119,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,45,Male
263,1120,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,37,Female
263,1121,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,25,Female
7,1122,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,70,Male
94,1123,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,BBC,Independent,55,Male
102,1124,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Independent,30,Female
22,1125,is-not-biased,93.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,33,Male
7,1126,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,BBC,Conservative,45,Male
92,1127,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Other,19,Male
70,1128,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,25,Female
183,1129,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,48,Female
224,1130,is-biased,78.0,1.0,gpt-5.4-mini,article_only,0,FOX,Liberal,64,Female
123,1131,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,61,Male
251,1132,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,52,Male
86,1133,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,50,Male
175,1134,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,FOX,Other,50,Male
260,1135,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,70,Female
224,1136,is-biased,78.0,1.0,gpt-5.4-mini,article_only,0,FOX,Liberal,35,Female
110,1137,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Conservative,50,Female
191,1138,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,23,Female
113,1139,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,40,Female
157,1140,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Conservative,25,Male
58,1141,is-biased,78.0,1.0,gpt-5.4-mini,article_only,1,BBC,Independent,54,Female
154,1142,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,CNN,Conservative,34,Male
258,1143,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,0,FOX,Independent,28,Female
187,1144,is-not-biased,92.0,0.0,gpt-5.4-mini,article_only,0,FOX,Conservative,22,Female
24,1145,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,0,BBC,Liberal,31,Female
251,1146,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Liberal,37,Male
242,1147,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,1,FOX,Conservative,49,Male
267,1148,is-not-biased,96.0,0.0,gpt-5.4-mini,article_only,1,FOX,Other,52,Male
120,1149,is-biased,84.0,1.0,gpt-5.4-mini,article_only,1,CNN,Conservative,39,Male
36,1150,is-not-biased,95.0,0.0,gpt-5.4-mini,article_only,1,BBC,Liberal,43,Male
127,1151,is-not-biased,86.0,0.0,gpt-5.4-mini,article_only,1,CNN,Liberal,39,Female
95,1152,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,BBC,Conservative,31,Female
210,1153,is-not-biased,84.0,0.0,gpt-5.4-mini,article_only,0,FOX,Liberal,31,Male
135,1154,is-not-biased,94.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,66,Female
121,1155,is-not-biased,78.0,0.0,gpt-5.4-mini,article_only,1,CNN,Conservative,54,Male
